deployment_id,description,original_environment,environment,created_at,completed_at,is_production_environment,status,repo_id,creator_id
deploy-533,deployed from the build to build 2023-05-21,build,build,2023-05-21T00:52:24,2023-05-24T08:01:15,False,failed,repo-7,81
deploy-534,deployed from the build to prod 2023-05-26,build,prod,2023-05-26T16:03:29,2023-06-28T23:44:56,True,failed,repo-12,46
deploy-535,deployed from the others to prod 2022-11-11,others,prod,2022-11-11T21:37:23,2023-03-06T08:18:18,True,success,repo-28,69
deploy-536,deployed from the others to build 2022-08-15,others,build,2022-08-15T12:08:09,2022-10-28T15:56:37,False,success,repo-1,83
deploy-537,deployed from the QA to prod 2023-03-07,QA,prod,2023-03-07T00:04:53,2023-05-26T07:07:56,True,success,repo-7,17
deploy-538,deployed from the prod to prod 2022-10-06,prod,prod,2022-10-06T14:50:20,2023-01-14T00:02:09,True,success,repo-20,25
deploy-539,deployed from the UAT to QA 2022-08-01,UAT,QA,2022-08-01T22:29:53,2022-10-01T18:34:47,False,failed,repo-27,74
deploy-540,deployed from the UAT to QA 2023-03-11,UAT,QA,2023-03-11T18:10:07,2023-03-13T01:33:30,False,success,repo-30,47
deploy-541,deployed from the prod to prod 2023-03-15,prod,prod,2023-03-15T16:00:31,2023-07-16T01:44:53,True,success,repo-24,54
deploy-542,deployed from the others to build 2023-06-03,others,build,2023-06-03T03:21:58,2023-06-23T03:02:37,False,failed,repo-5,31
deploy-543,deployed from the UAT to others 2023-05-10,UAT,others,2023-05-10T03:48:44,2023-06-22T19:09:37,False,failed,repo-19,26
deploy-544,deployed from the UAT to QA 2022-12-15,UAT,QA,2022-12-15T22:04:05,2023-06-20T01:46:20,False,failed,repo-11,11
deploy-545,deployed from the others to build 2023-03-14,others,build,2023-03-14T22:02:07,2023-07-03T05:38:00,False,success,repo-7,37
deploy-546,deployed from the others to prod 2023-05-02,others,prod,2023-05-02T10:35:51,2023-06-23T05:14:13,True,success,repo-2,92
deploy-547,deployed from the QA to others 2023-04-04,QA,others,2023-04-04T18:22:34,2023-04-11T01:01:57,False,failed,repo-28,44
deploy-548,deployed from the QA to build 2022-09-07,QA,build,2022-09-07T18:59:52,2023-05-28T07:18:20,False,failed,repo-18,91
deploy-549,deployed from the build to UAT 2022-07-20,build,UAT,2022-07-20T09:40:44,2023-05-09T01:24:53,False,success,repo-1,85
deploy-550,deployed from the prod to prod 2022-07-21,prod,prod,2022-07-21T13:27:26,2023-02-08T07:41:39,True,success,repo-31,23
deploy-551,deployed from the prod to prod 2023-06-06,prod,prod,2023-06-06T05:44:07,2023-07-13T18:03:10,True,failed,repo-25,76
deploy-552,deployed from the prod to prod 2023-03-02,prod,prod,2023-03-02T09:32:24,2023-04-28T07:52:20,True,failed,repo-33,33
deploy-553,deployed from the QA to UAT 2023-02-05,QA,UAT,2023-02-05T05:25:35,2023-06-17T00:43:40,False,success,repo-9,32
deploy-554,deployed from the build to others 2022-09-21,build,others,2022-09-21T17:33:06,2023-07-12T16:37:03,False,failed,repo-30,46
deploy-555,deployed from the prod to prod 2022-09-20,prod,prod,2022-09-20T09:03:16,2023-05-15T13:40:58,True,failed,repo-18,41
deploy-556,deployed from the prod to prod 2022-09-27,prod,prod,2022-09-27T13:40:07,2023-01-18T09:57:50,True,success,repo-19,68
deploy-557,deployed from the others to others 2023-05-01,others,others,2023-05-01T12:37:52,2023-05-15T19:04:19,False,failed,repo-5,17
deploy-558,deployed from the QA to UAT 2022-09-24,QA,UAT,2022-09-24T11:45:17,2022-10-11T18:59:28,False,failed,repo-4,61
deploy-559,deployed from the others to QA 2023-05-06,others,QA,2023-05-06T03:13:24,2023-07-12T23:14:37,False,failed,repo-30,40
deploy-560,deployed from the prod to prod 2023-05-16,prod,prod,2023-05-16T20:44:01,2023-06-29T22:27:57,True,failed,repo-17,9
deploy-561,deployed from the build to prod 2023-03-22,build,prod,2023-03-22T23:32:59,2023-06-02T00:07:11,True,success,repo-21,67
deploy-562,deployed from the QA to QA 2022-07-14,QA,QA,2022-07-14T05:14:31,2022-11-30T10:46:54,False,failed,repo-22,38
deploy-563,deployed from the UAT to prod 2023-03-30,UAT,prod,2023-03-30T00:56:27,2023-07-05T05:42:15,True,failed,repo-14,89
deploy-564,deployed from the others to build 2023-05-28,others,build,2023-05-28T09:40:09,2023-07-05T04:58:58,False,failed,repo-10,37
deploy-565,deployed from the prod to prod 2023-06-30,prod,prod,2023-06-30T17:50:28,2023-07-02T16:39:32,True,failed,repo-5,8
deploy-566,deployed from the QA to others 2022-12-12,QA,others,2022-12-12T19:23:43,2023-01-15T06:18:25,False,failed,repo-2,20
deploy-567,deployed from the UAT to prod 2022-11-06,UAT,prod,2022-11-06T21:43:08,2022-11-21T09:46:18,True,failed,repo-13,74
deploy-568,deployed from the UAT to UAT 2023-01-06,UAT,UAT,2023-01-06T22:47:37,2023-06-11T22:36:30,False,success,repo-15,5
deploy-569,deployed from the others to UAT 2022-12-04,others,UAT,2022-12-04T10:23:07,2023-01-09T17:26:54,False,failed,repo-24,84
deploy-570,deployed from the prod to prod 2022-10-31,prod,prod,2022-10-31T23:45:47,2023-02-06T20:01:14,True,failed,repo-32,73
deploy-571,deployed from the build to others 2023-06-02,build,others,2023-06-02T08:44:57,2023-07-11T20:51:24,False,success,repo-22,66
deploy-572,deployed from the prod to prod 2023-01-17,prod,prod,2023-01-17T05:01:08,2023-06-08T09:19:37,True,success,repo-4,91
deploy-573,deployed from the QA to build 2023-02-25,QA,build,2023-02-25T13:26:27,2023-05-24T09:55:31,False,success,repo-15,79
deploy-574,deployed from the prod to prod 2023-05-11,prod,prod,2023-05-11T21:03:41,2023-05-15T22:55:40,True,failed,repo-25,92
deploy-575,deployed from the build to build 2022-10-11,build,build,2022-10-11T15:42:24,2023-03-31T09:04:56,False,failed,repo-19,88
deploy-576,deployed from the QA to prod 2022-11-10,QA,prod,2022-11-10T13:49:54,2023-05-14T09:27:51,True,success,repo-29,78
deploy-577,deployed from the QA to QA 2022-07-18,QA,QA,2022-07-18T12:17:48,2022-10-20T10:40:45,False,success,repo-1,3
deploy-578,deployed from the others to UAT 2022-11-09,others,UAT,2022-11-09T06:27:01,2022-12-20T03:51:55,False,success,repo-34,63
deploy-579,deployed from the QA to prod 2023-06-10,QA,prod,2023-06-10T12:09:19,2023-06-13T17:58:42,True,failed,repo-2,77
deploy-580,deployed from the others to build 2022-12-29,others,build,2022-12-29T16:00:08,2023-05-31T23:45:21,False,success,repo-4,92
deploy-581,deployed from the UAT to others 2023-02-19,UAT,others,2023-02-19T18:21:16,2023-07-10T03:48:09,False,success,repo-3,31
deploy-582,deployed from the QA to UAT 2022-12-21,QA,UAT,2022-12-21T05:40:11,2023-06-09T22:50:23,False,success,repo-4,59
deploy-583,deployed from the UAT to UAT 2022-07-01,UAT,UAT,2022-07-01T21:55:58,2023-03-12T19:26:19,False,failed,repo-3,8
deploy-584,deployed from the UAT to others 2023-05-14,UAT,others,2023-05-14T14:18:04,2023-07-14T03:40:29,False,failed,repo-34,15
deploy-585,deployed from the prod to prod 2023-03-03,prod,prod,2023-03-03T21:30:45,2023-06-06T09:05:11,True,success,repo-13,96
deploy-586,deployed from the others to build 2023-04-13,others,build,2023-04-13T02:18:05,2023-07-10T17:25:05,False,success,repo-13,92
deploy-587,deployed from the QA to UAT 2022-10-19,QA,UAT,2022-10-19T19:28:07,2022-10-26T04:48:13,False,success,repo-21,16
deploy-588,deployed from the QA to others 2023-01-04,QA,others,2023-01-04T01:34:46,2023-04-19T21:10:22,False,failed,repo-28,72
deploy-589,deployed from the QA to others 2023-05-28,QA,others,2023-05-28T06:07:00,2023-06-15T13:25:02,False,failed,repo-22,63
deploy-590,deployed from the prod to prod 2023-02-06,prod,prod,2023-02-06T14:55:57,2023-07-08T07:27:38,True,success,repo-8,27
deploy-591,deployed from the QA to build 2022-08-10,QA,build,2022-08-10T03:15:27,2023-03-19T20:56:53,False,success,repo-21,83
deploy-592,deployed from the build to UAT 2022-12-14,build,UAT,2022-12-14T02:12:14,2023-03-11T05:39:20,False,success,repo-23,97
deploy-593,deployed from the prod to prod 2022-11-29,prod,prod,2022-11-29T00:07:00,2023-06-29T00:18:59,True,failed,repo-31,31
deploy-594,deployed from the build to others 2022-07-22,build,others,2022-07-22T19:08:48,2023-04-27T23:00:24,False,failed,repo-30,47
deploy-595,deployed from the UAT to others 2023-03-26,UAT,others,2023-03-26T16:55:42,2023-06-22T03:56:03,False,failed,repo-30,27
deploy-596,deployed from the others to others 2023-06-02,others,others,2023-06-02T18:30:33,2023-06-24T14:19:16,False,failed,repo-9,39
deploy-597,deployed from the UAT to others 2023-05-02,UAT,others,2023-05-02T10:16:05,2023-07-19T13:01:53,False,success,repo-19,46
deploy-598,deployed from the prod to prod 2022-12-22,prod,prod,2022-12-22T08:43:17,2023-01-20T02:28:51,True,failed,repo-3,75
deploy-599,deployed from the build to others 2023-07-03,build,others,2023-07-03T18:14:08,2023-07-06T13:57:34,False,failed,repo-28,17
deploy-600,deployed from the others to prod 2022-11-21,others,prod,2022-11-21T18:08:13,2023-03-11T17:57:27,True,success,repo-16,87
deploy-601,deployed from the QA to prod 2022-08-06,QA,prod,2022-08-06T00:39:52,2023-05-19T06:06:20,True,failed,repo-30,42
deploy-602,deployed from the build to UAT 2022-07-14,build,UAT,2022-07-14T05:16:43,2023-05-05T05:48:28,False,success,repo-3,18
deploy-603,deployed from the prod to prod 2023-05-05,prod,prod,2023-05-05T05:00:45,2023-06-01T13:56:59,True,failed,repo-20,40
deploy-604,deployed from the build to UAT 2022-08-21,build,UAT,2022-08-21T01:33:25,2023-04-20T14:32:18,False,failed,repo-21,70
deploy-605,deployed from the others to prod 2022-10-14,others,prod,2022-10-14T10:40:18,2022-10-27T10:36:47,True,success,repo-2,90
deploy-606,deployed from the QA to build 2023-02-25,QA,build,2023-02-25T17:39:18,2023-03-04T14:42:12,False,success,repo-26,1
deploy-607,deployed from the prod to prod 2022-11-09,prod,prod,2022-11-09T03:03:05,2023-04-23T02:37:37,True,success,repo-24,46
deploy-608,deployed from the UAT to QA 2023-01-21,UAT,QA,2023-01-21T04:26:13,2023-05-28T15:33:23,False,success,repo-34,38
deploy-609,deployed from the QA to prod 2022-07-09,QA,prod,2022-07-09T12:06:25,2023-01-04T18:08:48,True,failed,repo-8,13
deploy-610,deployed from the build to others 2023-07-08,build,others,2023-07-08T08:01:51,2023-07-19T21:31:11,False,success,repo-24,56
deploy-611,deployed from the prod to prod 2022-11-21,prod,prod,2022-11-21T08:04:34,2023-01-10T00:14:09,True,success,repo-15,14
deploy-612,deployed from the UAT to build 2022-08-01,UAT,build,2022-08-01T18:16:16,2023-03-22T05:34:11,False,failed,repo-2,37
deploy-613,deployed from the prod to prod 2022-07-23,prod,prod,2022-07-23T00:28:42,2023-05-27T22:37:00,True,failed,repo-14,97
deploy-614,deployed from the UAT to prod 2022-07-18,UAT,prod,2022-07-18T15:27:32,2022-09-25T00:59:03,True,success,repo-13,61
deploy-615,deployed from the UAT to build 2023-05-16,UAT,build,2023-05-16T20:25:25,2023-07-02T04:02:43,False,success,repo-8,73
deploy-616,deployed from the prod to prod 2023-05-22,prod,prod,2023-05-22T14:50:26,2023-06-29T08:24:09,True,failed,repo-23,9
deploy-617,deployed from the prod to prod 2023-04-30,prod,prod,2023-04-30T08:30:27,2023-04-30T14:50:00,True,success,repo-18,7
deploy-618,deployed from the prod to prod 2022-10-11,prod,prod,2022-10-11T20:35:25,2023-03-13T19:23:35,True,success,repo-20,14
deploy-619,deployed from the prod to prod 2022-09-27,prod,prod,2022-09-27T18:32:34,2023-01-18T16:00:26,True,failed,repo-2,77
deploy-620,deployed from the prod to prod 2022-08-11,prod,prod,2022-08-11T18:29:35,2023-01-17T01:53:57,True,success,repo-33,96
deploy-621,deployed from the QA to build 2023-04-06,QA,build,2023-04-06T20:02:32,2023-04-11T13:14:35,False,failed,repo-1,56
deploy-622,deployed from the QA to QA 2022-09-27,QA,QA,2022-09-27T16:13:50,2023-05-29T06:30:42,False,failed,repo-3,16
deploy-623,deployed from the others to QA 2022-07-15,others,QA,2022-07-15T18:25:50,2022-08-08T05:09:11,False,success,repo-10,29
deploy-624,deployed from the others to prod 2023-03-31,others,prod,2023-03-31T20:01:21,2023-06-01T15:41:54,True,success,repo-11,56
deploy-625,deployed from the QA to QA 2023-02-03,QA,QA,2023-02-03T14:19:21,2023-05-04T20:44:08,False,failed,repo-27,84
deploy-626,deployed from the QA to build 2022-12-21,QA,build,2022-12-21T11:05:58,2023-06-16T18:54:11,False,success,repo-34,61
deploy-627,deployed from the others to others 2022-12-15,others,others,2022-12-15T13:20:51,2023-05-31T10:14:14,False,success,repo-20,17
deploy-628,deployed from the UAT to others 2022-11-13,UAT,others,2022-11-13T05:30:57,2023-04-10T23:10:29,False,failed,repo-31,1
deploy-629,deployed from the build to prod 2023-02-05,build,prod,2023-02-05T17:59:14,2023-02-28T04:46:28,True,failed,repo-12,97
deploy-630,deployed from the others to QA 2022-09-20,others,QA,2022-09-20T23:03:58,2023-06-10T16:55:07,False,success,repo-17,49
deploy-631,deployed from the prod to prod 2023-06-19,prod,prod,2023-06-19T23:51:33,2023-07-14T16:00:58,True,failed,repo-7,81
deploy-632,deployed from the UAT to others 2023-07-16,UAT,others,2023-07-16T23:34:15,2023-07-17T15:36:54,False,failed,repo-22,89
deploy-633,deployed from the UAT to UAT 2023-06-03,UAT,UAT,2023-06-03T19:03:53,2023-06-04T07:02:26,False,failed,repo-26,71
deploy-634,deployed from the build to others 2023-03-12,build,others,2023-03-12T13:23:01,2023-04-15T18:12:46,False,success,repo-25,20
deploy-635,deployed from the prod to prod 2023-06-27,prod,prod,2023-06-27T21:01:19,2023-07-19T06:26:21,True,failed,repo-31,92
deploy-636,deployed from the others to QA 2022-12-29,others,QA,2022-12-29T06:39:07,2023-02-21T22:03:29,False,failed,repo-9,64
deploy-637,deployed from the build to others 2023-07-05,build,others,2023-07-05T05:00:40,2023-07-12T23:05:20,False,failed,repo-8,37
deploy-638,deployed from the QA to build 2023-01-06,QA,build,2023-01-06T00:57:05,2023-01-16T22:18:14,False,failed,repo-26,91
deploy-639,deployed from the build to QA 2023-04-14,build,QA,2023-04-14T08:31:04,2023-06-07T15:32:53,False,failed,repo-18,61
deploy-640,deployed from the others to others 2023-06-21,others,others,2023-06-21T02:17:03,2023-07-05T05:21:28,False,failed,repo-22,61
deploy-641,deployed from the build to prod 2022-07-31,build,prod,2022-07-31T03:21:23,2023-03-19T20:07:21,True,success,repo-13,92
deploy-642,deployed from the QA to QA 2023-05-17,QA,QA,2023-05-17T19:45:17,2023-05-23T00:04:43,False,failed,repo-25,68
deploy-643,deployed from the UAT to UAT 2023-04-15,UAT,UAT,2023-04-15T04:05:14,2023-05-20T17:06:49,False,failed,repo-20,56
deploy-644,deployed from the others to others 2022-11-17,others,others,2022-11-17T18:53:58,2023-04-22T07:10:13,False,success,repo-18,32
deploy-645,deployed from the UAT to others 2023-03-27,UAT,others,2023-03-27T17:37:17,2023-05-31T08:40:59,False,success,repo-8,89
deploy-646,deployed from the prod to prod 2023-02-09,prod,prod,2023-02-09T18:22:39,2023-02-20T06:22:58,True,success,repo-25,29
deploy-647,deployed from the others to prod 2023-06-15,others,prod,2023-06-15T21:31:25,2023-06-23T03:28:22,True,success,repo-29,56
deploy-648,deployed from the QA to build 2023-04-23,QA,build,2023-04-23T19:39:38,2023-05-16T09:14:00,False,success,repo-28,92
deploy-649,deployed from the QA to others 2022-07-07,QA,others,2022-07-07T02:37:26,2022-08-20T18:32:23,False,success,repo-19,80
deploy-650,deployed from the others to prod 2023-05-16,others,prod,2023-05-16T13:07:21,2023-06-26T13:48:34,True,failed,repo-8,2
deploy-651,deployed from the others to build 2023-03-06,others,build,2023-03-06T06:56:52,2023-03-17T10:14:39,False,success,repo-14,20
deploy-652,deployed from the UAT to others 2022-11-03,UAT,others,2022-11-03T01:49:44,2022-11-23T03:37:33,False,success,repo-24,26
deploy-653,deployed from the QA to QA 2022-10-28,QA,QA,2022-10-28T01:07:54,2023-03-19T05:52:23,False,success,repo-26,19
deploy-654,deployed from the QA to QA 2022-10-11,QA,QA,2022-10-11T16:09:46,2023-02-08T10:12:03,False,failed,repo-1,65
deploy-655,deployed from the UAT to others 2023-02-21,UAT,others,2023-02-21T17:49:02,2023-07-19T03:25:21,False,failed,repo-18,55
deploy-656,deployed from the others to QA 2023-04-29,others,QA,2023-04-29T18:20:17,2023-05-25T09:55:59,False,failed,repo-8,67
deploy-657,deployed from the build to QA 2022-11-04,build,QA,2022-11-04T07:48:50,2023-07-02T23:27:05,False,failed,repo-12,89
deploy-658,deployed from the UAT to QA 2022-11-07,UAT,QA,2022-11-07T08:37:31,2023-01-31T19:26:06,False,success,repo-18,31
deploy-659,deployed from the others to prod 2022-11-07,others,prod,2022-11-07T01:13:59,2023-04-27T16:13:55,True,success,repo-22,34
deploy-660,deployed from the build to UAT 2022-10-30,build,UAT,2022-10-30T22:46:17,2023-06-25T18:56:16,False,success,repo-34,66
deploy-661,deployed from the build to build 2023-07-06,build,build,2023-07-06T03:14:16,2023-07-15T18:57:18,False,success,repo-5,75
deploy-662,deployed from the others to prod 2023-02-08,others,prod,2023-02-08T01:27:32,2023-03-19T22:48:43,True,success,repo-2,14
deploy-663,deployed from the UAT to others 2023-05-16,UAT,others,2023-05-16T09:47:47,2023-07-17T09:01:25,False,failed,repo-10,80
deploy-664,deployed from the QA to prod 2023-07-06,QA,prod,2023-07-06T09:33:12,2023-07-10T22:13:18,True,success,repo-32,44
deploy-665,deployed from the prod to prod 2022-11-11,prod,prod,2022-11-11T15:59:14,2023-06-21T14:56:35,True,success,repo-14,100
deploy-666,deployed from the prod to prod 2023-06-13,prod,prod,2023-06-13T07:57:25,2023-07-18T12:07:26,True,failed,repo-33,47
deploy-667,deployed from the others to QA 2022-08-10,others,QA,2022-08-10T17:34:51,2022-12-22T22:38:16,False,success,repo-14,91
deploy-668,deployed from the prod to prod 2022-07-30,prod,prod,2022-07-30T17:23:00,2022-09-04T06:24:19,True,success,repo-15,67
deploy-669,deployed from the others to QA 2023-07-05,others,QA,2023-07-05T09:42:27,2023-07-17T17:40:06,False,success,repo-20,67
deploy-670,deployed from the build to others 2023-07-10,build,others,2023-07-10T00:40:44,2023-07-19T21:13:01,False,success,repo-24,7
deploy-671,deployed from the build to prod 2022-08-25,build,prod,2022-08-25T01:51:04,2022-11-06T18:34:17,True,success,repo-12,45
deploy-672,deployed from the others to prod 2023-02-14,others,prod,2023-02-14T08:29:09,2023-06-26T14:11:35,True,success,repo-29,12
deploy-673,deployed from the QA to build 2022-09-18,QA,build,2022-09-18T15:41:12,2023-04-08T01:24:10,False,success,repo-7,48
deploy-674,deployed from the build to build 2023-06-11,build,build,2023-06-11T11:55:35,2023-06-15T13:31:52,False,success,repo-18,88
deploy-675,deployed from the prod to prod 2023-06-17,prod,prod,2023-06-17T17:20:07,2023-07-14T16:57:39,True,success,repo-9,99
deploy-676,deployed from the prod to prod 2023-06-02,prod,prod,2023-06-02T12:19:34,2023-06-12T22:25:45,True,success,repo-25,86
deploy-677,deployed from the prod to prod 2022-08-09,prod,prod,2022-08-09T22:45:07,2023-05-14T17:27:26,True,failed,repo-17,16
deploy-678,deployed from the others to build 2023-02-20,others,build,2023-02-20T14:16:49,2023-03-12T09:15:46,False,failed,repo-26,99
deploy-679,deployed from the UAT to UAT 2023-04-22,UAT,UAT,2023-04-22T06:39:50,2023-06-05T10:05:11,False,success,repo-22,14
deploy-680,deployed from the build to build 2023-05-25,build,build,2023-05-25T06:42:37,2023-07-18T16:22:40,False,success,repo-30,19
deploy-681,deployed from the others to UAT 2023-06-04,others,UAT,2023-06-04T14:41:24,2023-06-12T03:40:42,False,failed,repo-27,49
deploy-682,deployed from the prod to prod 2023-06-07,prod,prod,2023-06-07T16:16:17,2023-07-05T05:15:05,True,failed,repo-7,33
deploy-683,deployed from the prod to prod 2023-04-28,prod,prod,2023-04-28T09:08:00,2023-07-19T12:43:28,True,failed,repo-24,70
deploy-684,deployed from the QA to others 2022-07-10,QA,others,2022-07-10T19:16:40,2022-12-25T17:29:56,False,failed,repo-26,19
deploy-685,deployed from the others to build 2022-09-07,others,build,2022-09-07T02:30:38,2022-09-15T13:40:07,False,failed,repo-34,32
deploy-686,deployed from the build to UAT 2023-07-17,build,UAT,2023-07-17T20:01:49,2023-07-19T16:53:22,False,failed,repo-23,15
deploy-687,deployed from the QA to others 2023-01-27,QA,others,2023-01-27T07:18:04,2023-06-04T08:05:37,False,success,repo-12,32
deploy-688,deployed from the QA to QA 2023-07-17,QA,QA,2023-07-17T18:18:15,2023-07-17T19:06:27,False,success,repo-19,50
deploy-689,deployed from the UAT to prod 2022-12-23,UAT,prod,2022-12-23T11:41:25,2023-06-14T19:47:02,True,failed,repo-22,58
deploy-690,deployed from the others to QA 2022-10-14,others,QA,2022-10-14T08:50:30,2023-04-08T00:35:48,False,success,repo-3,16
deploy-691,deployed from the UAT to others 2022-07-03,UAT,others,2022-07-03T14:42:37,2023-02-01T07:45:54,False,success,repo-6,57
deploy-692,deployed from the build to prod 2023-06-02,build,prod,2023-06-02T20:42:33,2023-07-05T02:54:04,True,success,repo-17,47
deploy-693,deployed from the QA to build 2023-05-09,QA,build,2023-05-09T05:48:45,2023-07-10T15:21:28,False,success,repo-16,30
deploy-694,deployed from the others to QA 2023-06-12,others,QA,2023-06-12T04:50:05,2023-07-16T06:40:14,False,success,repo-12,55
deploy-695,deployed from the others to prod 2023-03-12,others,prod,2023-03-12T01:01:32,2023-06-13T05:09:45,True,failed,repo-24,100
deploy-696,deployed from the UAT to build 2023-06-04,UAT,build,2023-06-04T00:04:02,2023-07-14T20:06:19,False,failed,repo-1,52
deploy-697,deployed from the UAT to UAT 2023-04-24,UAT,UAT,2023-04-24T19:16:37,2023-06-05T16:16:52,False,failed,repo-20,82
deploy-698,deployed from the QA to others 2022-07-28,QA,others,2022-07-28T01:30:24,2022-11-29T07:27:35,False,failed,repo-29,42
deploy-699,deployed from the others to build 2023-03-01,others,build,2023-03-01T02:23:16,2023-05-28T02:33:25,False,success,repo-16,40
deploy-700,deployed from the prod to prod 2022-09-28,prod,prod,2022-09-28T08:51:48,2023-04-29T02:04:15,True,failed,repo-24,78
deploy-701,deployed from the others to build 2023-06-06,others,build,2023-06-06T03:01:30,2023-06-28T04:54:11,False,success,repo-28,99
deploy-702,deployed from the QA to others 2022-07-09,QA,others,2022-07-09T07:02:56,2022-11-07T16:47:42,False,success,repo-10,29
deploy-703,deployed from the prod to prod 2022-12-15,prod,prod,2022-12-15T11:58:11,2023-02-15T16:28:03,True,success,repo-19,16
deploy-704,deployed from the UAT to build 2023-05-25,UAT,build,2023-05-25T08:19:37,2023-06-23T12:27:19,False,success,repo-16,88
deploy-705,deployed from the UAT to others 2023-01-14,UAT,others,2023-01-14T08:13:50,2023-03-17T15:46:18,False,success,repo-10,79
deploy-706,deployed from the prod to prod 2023-05-19,prod,prod,2023-05-19T07:49:48,2023-06-23T18:31:06,True,success,repo-24,24
deploy-707,deployed from the others to build 2023-06-05,others,build,2023-06-05T19:29:14,2023-06-23T10:41:37,False,success,repo-30,15
deploy-708,deployed from the QA to UAT 2022-07-11,QA,UAT,2022-07-11T04:18:02,2023-07-11T07:46:40,False,success,repo-12,82
deploy-709,deployed from the prod to prod 2023-04-07,prod,prod,2023-04-07T17:56:16,2023-05-24T04:39:59,True,success,repo-6,32
deploy-710,deployed from the build to UAT 2023-05-30,build,UAT,2023-05-30T04:42:37,2023-06-16T06:48:44,False,success,repo-1,69
deploy-711,deployed from the QA to others 2023-01-06,QA,others,2023-01-06T18:10:27,2023-04-28T15:36:43,False,failed,repo-12,93
deploy-712,deployed from the UAT to UAT 2022-12-02,UAT,UAT,2022-12-02T01:08:08,2023-03-08T04:48:26,False,failed,repo-22,91
deploy-713,deployed from the prod to prod 2023-02-07,prod,prod,2023-02-07T11:14:20,2023-06-03T08:29:19,True,failed,repo-2,13
deploy-714,deployed from the prod to prod 2022-08-26,prod,prod,2022-08-26T07:09:15,2023-05-04T22:38:27,True,success,repo-5,99
deploy-715,deployed from the build to prod 2022-09-27,build,prod,2022-09-27T20:19:12,2023-06-17T13:21:20,True,success,repo-34,11
deploy-716,deployed from the QA to prod 2023-01-04,QA,prod,2023-01-04T19:53:48,2023-06-12T13:27:11,True,success,repo-20,100
deploy-717,deployed from the build to QA 2023-04-26,build,QA,2023-04-26T12:47:57,2023-05-19T00:46:41,False,failed,repo-1,84
deploy-718,deployed from the prod to prod 2023-03-23,prod,prod,2023-03-23T10:31:28,2023-07-04T08:10:04,True,failed,repo-32,66
deploy-719,deployed from the others to prod 2022-10-12,others,prod,2022-10-12T18:33:22,2023-07-03T12:00:57,True,success,repo-13,11
deploy-720,deployed from the QA to prod 2022-08-24,QA,prod,2022-08-24T04:38:48,2023-03-18T21:28:12,True,failed,repo-32,4
deploy-721,deployed from the UAT to QA 2022-09-16,UAT,QA,2022-09-16T00:26:37,2023-06-17T09:29:18,False,success,repo-17,20
deploy-722,deployed from the QA to QA 2023-02-27,QA,QA,2023-02-27T03:48:35,2023-06-06T23:37:55,False,failed,repo-31,57
deploy-723,deployed from the UAT to prod 2023-04-25,UAT,prod,2023-04-25T05:47:54,2023-07-11T02:16:26,True,failed,repo-4,65
deploy-724,deployed from the prod to prod 2023-02-22,prod,prod,2023-02-22T14:02:17,2023-05-20T06:50:43,True,failed,repo-4,81
deploy-725,deployed from the QA to UAT 2022-09-05,QA,UAT,2022-09-05T12:16:13,2023-07-11T08:57:11,False,success,repo-2,24
deploy-726,deployed from the build to prod 2022-08-27,build,prod,2022-08-27T14:50:18,2022-10-15T10:39:27,True,success,repo-11,72
deploy-727,deployed from the others to prod 2022-08-10,others,prod,2022-08-10T13:56:40,2023-01-20T22:39:49,True,success,repo-29,54
deploy-728,deployed from the prod to prod 2023-06-16,prod,prod,2023-06-16T02:19:58,2023-07-02T20:11:41,True,failed,repo-11,51
deploy-729,deployed from the QA to prod 2023-05-23,QA,prod,2023-05-23T06:14:14,2023-06-02T13:13:33,True,success,repo-18,84
deploy-730,deployed from the UAT to build 2023-01-25,UAT,build,2023-01-25T17:00:09,2023-04-20T14:03:24,False,failed,repo-12,64
deploy-731,deployed from the UAT to others 2023-03-17,UAT,others,2023-03-17T11:48:15,2023-05-23T02:44:10,False,failed,repo-3,45
deploy-732,deployed from the prod to prod 2022-09-23,prod,prod,2022-09-23T12:22:21,2022-11-26T03:39:54,True,failed,repo-22,8
deploy-733,deployed from the QA to prod 2022-09-12,QA,prod,2022-09-12T02:15:28,2023-04-11T23:50:36,True,success,repo-32,38
deploy-734,deployed from the build to QA 2023-02-28,build,QA,2023-02-28T16:59:23,2023-06-05T04:51:31,False,failed,repo-1,75
deploy-735,deployed from the prod to prod 2023-02-03,prod,prod,2023-02-03T18:32:30,2023-03-22T18:36:32,True,failed,repo-28,93
deploy-736,deployed from the others to build 2023-05-04,others,build,2023-05-04T01:51:23,2023-06-30T16:30:21,False,success,repo-19,46
deploy-737,deployed from the UAT to others 2023-04-12,UAT,others,2023-04-12T15:20:27,2023-05-04T14:14:23,False,success,repo-30,43
deploy-738,deployed from the others to prod 2022-12-28,others,prod,2022-12-28T19:49:16,2023-03-12T07:45:13,True,failed,repo-16,73
deploy-739,deployed from the others to build 2023-06-19,others,build,2023-06-19T15:42:28,2023-07-16T06:21:26,False,success,repo-18,17
deploy-740,deployed from the build to others 2023-04-15,build,others,2023-04-15T10:52:58,2023-05-24T09:44:13,False,failed,repo-34,13
deploy-741,deployed from the build to build 2022-07-17,build,build,2022-07-17T10:55:04,2022-11-17T19:23:25,False,success,repo-9,7
