pull_request_id,description,state,created_at,merged_at,closed_at,creator_id,repository_id
pr-460,pull request_460,open,2023-01-10T11:45:28,2023-03-08T05:26:26,2023-05-08T19:31:39,56,repo-14
pr-461,pull request_461,closed,2022-10-01T01:57:49,2023-06-05T09:38:09,2023-06-13T07:58:17,42,repo-17
pr-462,pull request_462,closed,2022-12-27T18:43:56,2023-02-24T09:12:01,2023-06-23T00:09:16,26,repo-32
pr-463,pull request_463,open,2023-07-05T21:50:38,2023-07-09T11:54:56,2023-07-15T18:36:39,44,repo-3
pr-464,pull request_464,closed,2023-05-01T13:21:57,2023-06-15T04:22:35,2023-06-28T22:49:11,23,repo-6
pr-465,pull request_465,closed,2023-04-18T07:14:41,2023-07-03T20:39:25,2023-07-14T10:06:56,32,repo-33
pr-466,pull request_466,open,2023-06-13T09:12:34,2023-06-29T10:27:10,2023-07-02T16:12:30,64,repo-10
pr-467,pull request_467,open,2023-05-15T01:06:00,2023-06-19T13:49:37,2023-06-26T22:36:13,36,repo-1
pr-468,pull request_468,closed,2023-06-15T20:32:42,2023-07-08T12:14:31,2023-07-12T03:44:29,27,repo-2
pr-469,pull request_469,open,2022-12-08T19:21:49,2023-04-05T08:09:29,2023-07-08T07:21:14,55,repo-1
pr-470,pull request_470,open,2022-10-30T22:37:06,2023-03-16T09:07:49,2023-07-16T10:12:11,43,repo-6
pr-471,pull request_471,open,2023-03-09T17:32:40,2023-05-09T03:08:21,2023-07-16T09:29:13,52,repo-16
pr-472,pull request_472,closed,2022-08-22T18:18:32,2023-02-27T05:45:29,2023-06-15T21:23:28,54,repo-23
pr-473,pull request_473,closed,2022-10-28T06:03:50,2023-05-09T07:55:12,2023-05-21T06:56:50,30,repo-8
pr-474,pull request_474,closed,2023-04-22T16:01:52,2023-06-15T23:59:21,2023-07-06T12:36:05,75,repo-13
pr-475,pull request_475,closed,2023-07-13T18:32:42,2023-07-15T12:36:17,2023-07-17T15:07:37,37,repo-17
pr-476,pull request_476,open,2023-04-13T19:53:47,2023-05-19T21:38:44,2023-07-01T22:53:19,15,repo-1
pr-477,pull request_477,open,2023-05-20T23:23:44,2023-07-04T06:40:30,2023-07-08T17:56:31,12,repo-12
pr-478,pull request_478,open,2022-11-27T19:10:33,2023-02-03T03:54:35,2023-05-16T10:52:50,95,repo-19
pr-479,pull request_479,open,2022-07-16T00:01:56,2023-03-30T04:35:55,2023-06-24T22:38:57,69,repo-28
pr-480,pull request_480,open,2022-12-17T23:33:19,2023-06-04T04:03:56,2023-06-19T23:30:19,66,repo-5
pr-481,pull request_481,closed,2022-07-23T21:01:12,2023-03-22T07:46:57,2023-05-14T15:08:43,57,repo-9
pr-482,pull request_482,closed,2023-07-18T10:01:17,2023-07-19T05:30:26,2023-07-19T12:58:03,72,repo-17
pr-483,pull request_483,closed,2023-06-15T09:42:29,2023-06-21T18:16:51,2023-07-05T04:53:57,66,repo-13
pr-484,pull request_484,closed,2022-10-30T13:14:21,2022-12-24T17:07:03,2023-05-17T08:49:25,89,repo-2
pr-485,pull request_485,open,2022-11-15T04:00:03,2023-02-03T03:15:22,2023-04-01T21:16:25,60,repo-9
pr-486,pull request_486,open,2022-11-02T20:45:16,2023-03-26T10:47:04,2023-07-16T00:43:55,70,repo-21
pr-487,pull request_487,closed,2023-04-14T18:15:30,2023-05-27T16:35:02,2023-06-26T13:28:10,69,repo-24
pr-488,pull request_488,open,2022-07-21T09:54:07,2023-06-07T05:00:34,2023-07-07T03:14:53,32,repo-5
pr-489,pull request_489,open,2022-11-07T07:48:12,2023-04-10T03:57:43,2023-07-11T18:53:03,15,repo-26
pr-490,pull request_490,closed,2023-04-22T10:45:37,2023-05-25T19:25:14,2023-05-28T03:29:52,43,repo-30
pr-491,pull request_491,open,2023-01-13T03:47:44,2023-05-25T01:23:44,2023-06-05T12:07:05,59,repo-21
pr-492,pull request_492,open,2022-11-15T10:42:12,2023-01-17T20:41:48,2023-01-25T18:02:44,34,repo-11
pr-493,pull request_493,open,2023-06-10T20:39:40,2023-07-17T15:40:40,2023-07-19T20:21:44,27,repo-23
pr-494,pull request_494,closed,2023-06-24T19:10:04,2023-07-02T06:55:14,2023-07-14T10:53:24,39,repo-9
pr-495,pull request_495,closed,2023-01-04T21:27:08,2023-05-30T03:32:46,2023-06-02T04:31:25,84,repo-28
pr-496,pull request_496,closed,2022-10-30T20:54:59,2023-05-24T10:43:12,2023-06-09T06:53:31,98,repo-11
pr-497,pull request_497,open,2022-09-01T23:02:44,2023-07-02T12:51:04,2023-07-10T22:57:10,8,repo-3
pr-498,pull request_498,open,2023-07-13T04:13:36,2023-07-14T14:18:40,2023-07-19T04:01:36,53,repo-5
pr-499,pull request_499,closed,2023-01-08T17:59:00,2023-01-20T01:36:56,2023-06-30T22:41:49,72,repo-20
pr-500,pull request_500,open,2023-02-18T15:21:21,2023-04-11T20:35:12,2023-05-25T14:17:41,100,repo-24
pr-501,pull request_501,closed,2023-05-10T13:17:20,2023-06-21T07:14:33,2023-07-05T05:11:36,66,repo-17
pr-502,pull request_502,closed,2023-06-10T01:11:00,2023-06-11T09:56:06,2023-07-14T13:36:48,82,repo-22
pr-503,pull request_503,open,2022-11-27T20:33:08,2023-04-14T01:20:15,2023-05-01T09:02:22,91,repo-19
pr-504,pull request_504,closed,2023-03-09T21:21:25,2023-06-22T09:34:54,2023-07-12T08:38:41,64,repo-17
pr-505,pull request_505,closed,2023-03-22T02:34:15,2023-04-22T23:45:41,2023-05-23T08:59:36,53,repo-24
pr-506,pull request_506,open,2023-05-01T20:36:03,2023-05-11T15:30:54,2023-05-26T07:53:01,74,repo-21
pr-507,pull request_507,closed,2022-08-11T16:47:02,2022-10-06T11:10:45,2023-06-29T14:29:14,72,repo-28
pr-508,pull request_508,closed,2023-06-18T02:55:42,2023-07-05T20:51:53,2023-07-08T07:15:10,14,repo-22
pr-509,pull request_509,open,2022-07-24T07:44:51,2023-02-27T21:45:39,2023-04-17T08:32:31,98,repo-22
pr-510,pull request_510,closed,2022-08-21T04:20:00,2023-04-16T12:30:01,2023-06-01T07:55:33,23,repo-9
pr-511,pull request_511,open,2023-06-04T18:28:41,2023-07-19T07:49:37,2023-07-19T13:54:25,23,repo-34
pr-512,pull request_512,open,2022-09-15T19:07:30,2022-09-23T01:57:35,2022-12-13T20:31:15,72,repo-17
pr-513,pull request_513,open,2023-01-20T15:51:17,2023-05-08T20:31:14,2023-05-20T17:40:12,98,repo-24
pr-514,pull request_514,open,2023-03-18T07:17:41,2023-07-19T04:57:52,2023-07-19T19:08:04,95,repo-33
pr-515,pull request_515,closed,2022-12-14T10:41:07,2023-01-30T14:36:11,2023-02-18T14:15:04,65,repo-33
pr-516,pull request_516,open,2023-06-07T06:11:45,2023-07-03T21:04:08,2023-07-08T02:10:39,76,repo-22
pr-517,pull request_517,open,2022-10-26T21:28:25,2023-01-30T21:41:44,2023-07-16T14:11:10,29,repo-5
pr-518,pull request_518,closed,2022-11-03T22:19:47,2023-01-30T15:17:19,2023-02-16T18:13:26,55,repo-30
pr-519,pull request_519,open,2023-02-11T13:20:21,2023-03-04T05:31:22,2023-04-02T13:38:13,93,repo-9
pr-520,pull request_520,closed,2022-12-28T23:13:47,2023-07-17T01:25:24,2023-07-18T04:20:08,98,repo-3
pr-521,pull request_521,closed,2023-06-04T16:50:14,2023-06-19T19:59:06,2023-06-26T03:06:22,24,repo-2
pr-522,pull request_522,closed,2023-06-29T04:29:45,2023-07-08T17:32:16,2023-07-08T19:58:31,13,repo-33
pr-523,pull request_523,open,2022-11-16T19:22:29,2023-02-21T00:22:58,2023-06-01T09:31:18,69,repo-30
pr-524,pull request_524,open,2022-11-02T22:44:27,2023-04-30T23:07:12,2023-06-16T14:02:54,81,repo-5
pr-525,pull request_525,closed,2022-10-15T13:29:50,2023-06-01T19:35:55,2023-06-14T14:09:17,5,repo-34
pr-526,pull request_526,open,2023-05-17T09:12:04,2023-06-30T11:49:18,2023-07-01T17:51:47,27,repo-31
pr-527,pull request_527,closed,2023-01-08T12:30:26,2023-07-04T21:26:30,2023-07-08T07:21:48,47,repo-1
pr-528,pull request_528,closed,2023-04-19T06:48:56,2023-06-30T19:25:33,2023-07-01T09:57:30,43,repo-31
pr-529,pull request_529,open,2023-05-31T16:08:09,2023-06-21T05:48:56,2023-07-17T20:41:09,24,repo-26
pr-530,pull request_530,closed,2023-05-06T00:42:14,2023-06-17T20:31:25,2023-07-03T21:48:27,88,repo-9
pr-531,pull request_531,closed,2022-09-13T23:52:50,2022-12-01T23:59:13,2023-01-18T07:12:00,43,repo-30
pr-532,pull request_532,open,2023-07-09T19:16:31,2023-07-13T14:58:25,2023-07-15T03:47:02,41,repo-12
pr-533,pull request_533,open,2022-11-02T21:18:30,2023-02-28T17:26:59,2023-04-09T14:31:40,39,repo-24
pr-534,pull request_534,closed,2023-01-01T22:20:33,2023-04-21T18:55:33,2023-05-30T01:33:38,22,repo-20
pr-535,pull request_535,open,2022-11-08T19:26:57,2022-12-17T23:16:48,2023-07-10T18:35:23,67,repo-7
pr-536,pull request_536,closed,2023-02-26T22:27:29,2023-06-26T21:04:02,2023-07-11T06:49:59,97,repo-3
pr-537,pull request_537,open,2023-01-07T08:06:37,2023-05-30T15:46:25,2023-06-08T02:33:28,32,repo-28
pr-538,pull request_538,open,2023-05-25T19:41:31,2023-07-01T23:45:26,2023-07-10T02:09:30,77,repo-6
pr-539,pull request_539,closed,2022-09-11T13:26:00,2023-03-02T00:14:43,2023-04-02T06:26:22,15,repo-13
pr-540,pull request_540,closed,2022-09-03T11:07:13,2023-06-17T13:38:26,2023-07-17T00:57:33,87,repo-33
pr-541,pull request_541,open,2023-04-14T14:09:52,2023-06-11T02:35:13,2023-06-19T00:53:34,27,repo-11
pr-542,pull request_542,open,2022-09-12T02:09:37,2022-11-02T00:05:17,2023-01-11T09:24:58,30,repo-20
pr-543,pull request_543,closed,2023-04-29T17:51:42,2023-07-04T07:19:06,2023-07-09T14:43:43,60,repo-17
pr-544,pull request_544,open,2022-10-18T19:16:33,2022-12-06T22:21:46,2023-04-16T17:55:10,91,repo-2
pr-545,pull request_545,closed,2023-05-21T09:02:10,2023-07-04T08:16:30,2023-07-10T15:11:36,97,repo-20
pr-546,pull request_546,closed,2022-11-07T18:18:52,2023-05-23T06:18:11,2023-06-08T22:13:02,78,repo-33
pr-547,pull request_547,open,2022-07-05T14:49:58,2023-01-19T14:38:20,2023-03-14T15:13:17,13,repo-18
pr-548,pull request_548,open,2023-04-13T23:26:22,2023-05-14T05:25:20,2023-07-12T01:54:10,26,repo-19
pr-549,pull request_549,closed,2022-07-03T09:41:56,2022-07-30T10:43:47,2022-09-28T12:15:39,60,repo-27
pr-550,pull request_550,closed,2022-11-01T13:40:00,2023-01-31T13:36:54,2023-06-25T05:59:55,10,repo-5
pr-551,pull request_551,open,2023-02-18T02:25:16,2023-05-22T08:06:52,2023-06-30T10:54:41,24,repo-23
pr-552,pull request_552,closed,2022-07-19T15:58:22,2023-05-14T16:58:34,2023-06-15T18:55:32,10,repo-10
pr-553,pull request_553,open,2022-08-04T11:19:15,2023-07-16T04:19:23,2023-07-17T06:42:01,87,repo-2
pr-554,pull request_554,closed,2022-08-02T09:05:44,2022-12-16T21:16:13,2023-06-26T23:32:35,12,repo-8
pr-555,pull request_555,closed,2023-03-07T03:34:44,2023-04-11T20:27:05,2023-07-13T06:08:27,16,repo-27
pr-556,pull request_556,open,2023-03-21T18:04:34,2023-07-15T10:09:56,2023-07-18T21:04:41,28,repo-14
pr-557,pull request_557,open,2023-04-13T13:11:06,2023-04-16T07:45:45,2023-04-18T16:45:06,90,repo-5
pr-558,pull request_558,open,2023-06-24T14:31:58,2023-07-11T09:16:30,2023-07-16T04:35:30,67,repo-2
pr-559,pull request_559,open,2023-01-17T02:13:55,2023-04-01T07:51:13,2023-06-24T02:09:38,66,repo-25
pr-560,pull request_560,open,2023-01-22T13:23:11,2023-05-22T23:25:42,2023-05-27T06:14:02,20,repo-8
pr-561,pull request_561,closed,2022-10-24T10:59:39,2023-01-26T04:45:31,2023-06-12T15:28:38,61,repo-6
pr-562,pull request_562,open,2023-01-01T16:31:01,2023-02-28T14:32:12,2023-05-26T06:48:38,71,repo-15
pr-563,pull request_563,closed,2023-03-14T18:31:12,2023-05-09T12:43:23,2023-06-10T18:12:39,32,repo-16
pr-564,pull request_564,closed,2022-09-11T08:47:43,2023-03-26T22:06:15,2023-04-24T10:58:14,45,repo-4
pr-565,pull request_565,closed,2022-12-08T09:26:23,2023-04-24T16:04:44,2023-07-05T11:27:42,15,repo-24
pr-566,pull request_566,closed,2023-07-13T07:14:00,2023-07-18T04:41:06,2023-07-19T08:29:58,31,repo-16
pr-567,pull request_567,open,2022-12-08T17:30:28,2023-01-06T11:09:27,2023-01-13T02:10:52,79,repo-18
pr-568,pull request_568,open,2022-11-03T09:51:35,2022-12-13T19:57:20,2022-12-17T19:54:19,38,repo-8
pr-569,pull request_569,open,2022-08-02T12:31:51,2023-02-02T22:22:21,2023-04-10T21:49:40,11,repo-15
pr-570,pull request_570,closed,2023-01-01T20:24:08,2023-05-03T13:19:55,2023-05-18T17:40:49,66,repo-30
pr-571,pull request_571,open,2022-10-15T13:49:27,2023-02-04T11:21:06,2023-05-17T02:35:58,20,repo-34
pr-572,pull request_572,open,2023-04-05T00:04:55,2023-04-25T05:13:40,2023-05-06T15:20:20,100,repo-4
pr-573,pull request_573,closed,2023-04-25T07:49:27,2023-05-12T18:13:55,2023-07-04T18:58:47,28,repo-10
pr-574,pull request_574,open,2022-10-11T03:24:21,2023-07-08T14:42:24,2023-07-15T04:03:30,39,repo-26
pr-575,pull request_575,open,2022-08-18T16:43:46,2022-11-03T08:49:09,2023-01-08T14:44:43,87,repo-28
pr-576,pull request_576,closed,2023-05-04T19:55:17,2023-05-29T08:55:04,2023-07-04T19:58:08,77,repo-10
pr-577,pull request_577,closed,2023-01-17T10:05:12,2023-02-19T21:35:16,2023-02-25T22:13:06,88,repo-11
pr-578,pull request_578,open,2023-06-19T00:30:19,2023-06-20T10:47:57,2023-06-23T05:22:57,4,repo-29
pr-579,pull request_579,open,2022-10-27T22:52:54,2023-02-11T14:49:40,2023-05-22T04:11:57,24,repo-5
pr-580,pull request_580,open,2022-08-18T21:21:27,2023-01-24T02:38:58,2023-04-05T10:52:51,73,repo-32
pr-581,pull request_581,open,2022-11-24T14:42:27,2023-04-13T10:46:04,2023-04-25T03:17:30,65,repo-16
pr-582,pull request_582,closed,2023-04-10T09:29:08,2023-04-25T02:54:30,2023-05-12T05:40:19,35,repo-12
pr-583,pull request_583,open,2023-05-07T14:00:51,2023-05-26T16:11:58,2023-07-11T08:50:39,60,repo-7
pr-584,pull request_584,closed,2023-01-09T18:13:09,2023-01-25T08:11:52,2023-06-18T10:28:18,97,repo-32
pr-585,pull request_585,closed,2023-01-30T07:37:45,2023-02-20T08:22:05,2023-06-01T00:05:24,100,repo-22
pr-586,pull request_586,closed,2023-05-05T00:31:25,2023-07-03T22:35:32,2023-07-14T15:50:04,36,repo-1
pr-587,pull request_587,open,2022-10-09T03:00:43,2023-04-30T19:55:59,2023-06-18T15:18:38,20,repo-2
pr-588,pull request_588,open,2022-12-07T04:39:39,2023-04-14T02:50:40,2023-04-28T17:59:22,95,repo-18
pr-589,pull request_589,closed,2022-08-22T13:52:29,2023-06-27T04:38:55,2023-07-16T11:10:41,8,repo-25
pr-590,pull request_590,closed,2022-11-19T05:05:44,2022-12-11T15:36:40,2023-02-18T12:16:11,60,repo-25
pr-591,pull request_591,closed,2023-07-08T10:21:11,2023-07-12T16:54:43,2023-07-13T11:25:39,80,repo-2
pr-592,pull request_592,open,2023-02-08T14:31:42,2023-04-01T01:43:33,2023-04-24T09:33:10,16,repo-27
pr-593,pull request_593,closed,2022-09-26T15:53:21,2023-06-15T00:49:16,2023-06-28T20:57:21,94,repo-14
pr-594,pull request_594,open,2022-12-16T23:30:00,2022-12-22T17:39:55,2023-07-12T14:41:03,69,repo-31
pr-595,pull request_595,open,2022-12-24T17:58:32,2023-02-16T22:05:37,2023-03-18T06:42:23,41,repo-30
pr-596,pull request_596,open,2022-11-17T21:25:41,2023-04-06T21:39:33,2023-05-23T01:09:24,95,repo-28
pr-597,pull request_597,open,2022-10-06T02:04:20,2023-01-29T17:00:19,2023-06-30T19:48:29,38,repo-9
pr-598,pull request_598,open,2022-11-14T23:41:08,2023-03-18T17:22:51,2023-04-29T21:39:36,42,repo-6
pr-599,pull request_599,closed,2022-07-07T12:07:36,2022-11-02T19:28:57,2023-05-19T22:32:23,64,repo-2
pr-600,pull request_600,open,2022-07-08T04:04:02,2023-05-01T08:37:28,2023-05-09T14:07:08,76,repo-3
pr-601,pull request_601,closed,2022-08-31T19:48:58,2022-09-26T04:12:39,2023-01-03T13:41:55,70,repo-6
pr-602,pull request_602,closed,2022-09-01T15:59:49,2023-05-02T11:44:44,2023-06-07T22:12:27,76,repo-34
pr-603,pull request_603,open,2022-09-06T19:44:55,2023-06-14T07:40:58,2023-06-28T03:25:24,6,repo-4
pr-604,pull request_604,closed,2023-03-04T06:56:22,2023-05-23T20:47:33,2023-06-07T12:33:14,37,repo-30
pr-605,pull request_605,open,2023-03-05T12:15:48,2023-03-29T05:48:46,2023-04-24T16:23:46,38,repo-34
pr-606,pull request_606,open,2022-09-27T18:18:27,2023-05-15T06:18:33,2023-06-12T11:24:06,100,repo-6
pr-607,pull request_607,open,2023-05-14T15:06:34,2023-07-19T20:57:59,2023-07-19T21:30:06,46,repo-7
pr-608,pull request_608,closed,2022-12-01T08:15:48,2023-06-23T04:44:03,2023-06-27T11:13:47,71,repo-26
pr-609,pull request_609,open,2023-01-14T06:29:50,2023-03-06T07:09:26,2023-05-13T09:56:09,25,repo-6
pr-610,pull request_610,open,2023-02-22T09:59:13,2023-06-25T11:59:51,2023-07-05T10:27:35,7,repo-22
pr-611,pull request_611,closed,2022-08-15T19:03:02,2023-01-19T05:06:52,2023-07-17T09:33:11,84,repo-3
pr-612,pull request_612,closed,2022-11-01T02:32:34,2023-06-05T20:54:05,2023-06-15T01:10:12,97,repo-12
pr-613,pull request_613,closed,2023-03-15T22:57:06,2023-05-01T19:15:01,2023-06-13T10:10:48,12,repo-25
pr-614,pull request_614,closed,2023-01-13T01:34:45,2023-04-05T15:37:35,2023-04-14T00:53:18,85,repo-25
pr-615,pull request_615,open,2023-01-09T00:44:09,2023-02-05T13:14:58,2023-05-22T13:08:58,89,repo-17
pr-616,pull request_616,closed,2022-12-11T22:13:07,2023-04-04T23:45:02,2023-05-18T14:43:56,92,repo-13
pr-617,pull request_617,open,2022-07-16T13:05:00,2022-11-28T06:55:06,2023-01-14T05:27:12,7,repo-5
pr-618,pull request_618,open,2023-04-07T14:00:48,2023-04-16T12:28:02,2023-05-12T23:40:39,48,repo-2
pr-619,pull request_619,open,2023-01-20T17:05:33,2023-01-25T04:52:00,2023-04-19T15:39:46,4,repo-8
pr-620,pull request_620,open,2023-05-14T06:21:50,2023-07-01T09:51:46,2023-07-16T03:45:31,24,repo-11
pr-621,pull request_621,open,2023-02-07T03:05:17,2023-04-02T12:30:15,2023-05-26T16:04:18,90,repo-28
pr-622,pull request_622,closed,2023-02-18T00:16:18,2023-02-21T03:57:45,2023-07-14T06:33:01,1,repo-23
pr-623,pull request_623,closed,2022-08-22T11:25:14,2022-12-22T02:13:22,2023-07-03T08:38:44,51,repo-7
pr-624,pull request_624,closed,2022-07-02T01:52:41,2023-05-13T21:14:45,2023-06-13T17:02:58,6,repo-11
pr-625,pull request_625,open,2022-07-16T05:28:39,2023-04-01T13:18:13,2023-05-30T06:24:26,70,repo-22
pr-626,pull request_626,open,2022-11-29T11:31:48,2023-04-06T05:03:23,2023-04-13T04:34:21,42,repo-20
pr-627,pull request_627,open,2023-01-17T05:25:19,2023-05-18T14:13:09,2023-07-07T22:58:37,8,repo-25
pr-628,pull request_628,closed,2023-01-01T07:05:15,2023-03-06T04:23:09,2023-03-26T23:24:13,79,repo-20
pr-629,pull request_629,closed,2023-06-06T19:15:34,2023-06-26T16:25:50,2023-07-11T00:11:28,72,repo-3
pr-630,pull request_630,closed,2023-05-17T16:54:49,2023-06-13T19:19:06,2023-07-05T02:47:25,73,repo-31
pr-631,pull request_631,closed,2023-04-27T08:52:07,2023-05-17T03:47:17,2023-06-05T16:20:55,45,repo-17
pr-632,pull request_632,open,2022-08-02T13:46:08,2023-07-18T22:25:22,2023-07-19T04:56:26,68,repo-15
pr-633,pull request_633,open,2023-06-28T11:19:55,2023-07-16T20:38:57,2023-07-19T10:56:43,61,repo-3
pr-634,pull request_634,open,2022-09-18T12:22:17,2023-06-30T11:42:54,2023-07-03T01:10:58,22,repo-15
pr-635,pull request_635,closed,2022-12-22T07:12:26,2023-06-18T13:02:00,2023-07-16T03:01:23,39,repo-2
pr-636,pull request_636,open,2022-07-16T15:25:34,2023-01-20T07:08:35,2023-03-24T19:14:15,50,repo-32
pr-637,pull request_637,open,2022-11-13T11:46:45,2023-02-15T14:29:30,2023-05-15T23:19:36,5,repo-10
pr-638,pull request_638,closed,2023-01-29T11:59:27,2023-02-25T11:39:19,2023-04-05T03:02:13,24,repo-19
pr-639,pull request_639,closed,2023-06-03T21:40:00,2023-07-07T22:05:25,2023-07-08T19:49:04,49,repo-28
pr-640,pull request_640,closed,2022-09-07T16:23:05,2023-05-22T15:58:48,2023-06-09T23:19:05,46,repo-23
pr-641,pull request_641,open,2023-07-03T13:34:41,2023-07-17T12:09:16,2023-07-18T13:57:10,76,repo-10
pr-642,pull request_642,closed,2023-02-02T20:25:26,2023-06-25T10:17:14,2023-07-15T18:24:05,33,repo-34
pr-643,pull request_643,closed,2023-06-15T17:33:42,2023-07-13T17:30:37,2023-07-14T18:44:08,46,repo-26
pr-644,pull request_644,closed,2023-06-12T09:37:10,2023-07-08T04:21:03,2023-07-11T18:14:10,90,repo-16
pr-645,pull request_645,open,2023-07-06T12:11:31,2023-07-16T19:21:44,2023-07-18T14:54:23,15,repo-17
pr-646,pull request_646,open,2022-12-09T09:19:29,2023-05-01T01:21:46,2023-07-05T23:10:53,21,repo-9
pr-647,pull request_647,closed,2023-06-30T07:13:19,2023-07-17T02:38:28,2023-07-17T07:21:32,2,repo-22
pr-648,pull request_648,closed,2022-08-18T14:36:15,2023-03-04T05:58:31,2023-06-28T16:18:34,88,repo-17
pr-649,pull request_649,open,2023-05-28T21:42:28,2023-06-22T07:48:59,2023-07-12T17:08:36,89,repo-21
pr-650,pull request_650,open,2023-05-30T04:16:30,2023-07-17T15:21:39,2023-07-19T01:56:11,23,repo-31
pr-651,pull request_651,closed,2022-10-08T19:44:31,2023-05-16T17:28:10,2023-05-23T03:15:10,16,repo-22
pr-652,pull request_652,closed,2022-09-08T13:52:47,2022-09-08T19:29:29,2023-02-15T19:39:48,35,repo-22
pr-653,pull request_653,closed,2023-02-17T08:35:49,2023-05-06T18:00:13,2023-07-02T00:45:03,2,repo-5
pr-654,pull request_654,open,2023-04-23T18:27:37,2023-07-07T18:20:43,2023-07-08T17:38:57,60,repo-6
pr-655,pull request_655,closed,2023-05-08T16:29:51,2023-06-17T15:45:40,2023-07-09T03:39:21,15,repo-8
pr-656,pull request_656,closed,2022-09-11T12:45:58,2023-01-03T18:38:53,2023-03-30T17:18:55,73,repo-11
pr-657,pull request_657,closed,2023-04-29T05:56:11,2023-05-11T16:56:35,2023-05-25T18:41:01,38,repo-19
pr-658,pull request_658,closed,2023-04-12T15:20:57,2023-04-21T05:17:15,2023-04-25T23:00:04,10,repo-18
pr-659,pull request_659,closed,2023-01-09T10:01:25,2023-02-15T14:33:39,2023-05-15T00:05:04,52,repo-12
pr-660,pull request_660,closed,2023-03-25T02:07:50,2023-06-17T08:07:29,2023-06-25T21:29:51,44,repo-10
pr-661,pull request_661,open,2022-11-10T17:58:19,2022-11-20T17:44:14,2022-12-04T08:03:27,26,repo-13
pr-662,pull request_662,open,2022-09-21T19:36:36,2023-05-06T13:48:21,2023-06-02T10:34:52,85,repo-5
pr-663,pull request_663,open,2023-06-02T03:40:44,2023-07-10T06:36:58,2023-07-18T00:28:53,37,repo-14
pr-664,pull request_664,open,2023-03-22T19:15:26,2023-05-17T22:33:50,2023-06-03T01:40:02,2,repo-10
pr-665,pull request_665,open,2022-07-30T20:25:09,2023-03-22T02:14:13,2023-06-09T19:19:39,64,repo-14
pr-666,pull request_666,closed,2023-06-29T20:36:27,2023-07-06T12:13:13,2023-07-19T15:33:32,32,repo-34
pr-667,pull request_667,closed,2022-09-10T17:43:53,2022-09-23T15:02:52,2022-10-24T03:34:53,57,repo-21
pr-668,pull request_668,closed,2023-05-28T18:29:19,2023-06-02T21:39:38,2023-06-11T14:17:43,88,repo-15
pr-669,pull request_669,closed,2023-01-12T15:10:33,2023-03-19T00:49:20,2023-05-02T09:51:03,15,repo-8
pr-670,pull request_670,closed,2023-03-16T16:08:17,2023-04-07T22:20:33,2023-05-16T06:53:51,69,repo-7
pr-671,pull request_671,open,2022-07-09T12:03:53,2023-02-02T20:39:49,2023-02-07T20:45:56,28,repo-6
pr-672,pull request_672,open,2022-11-22T02:00:44,2023-02-17T20:41:40,2023-04-08T05:33:04,66,repo-24
pr-673,pull request_673,open,2022-12-31T13:13:46,2023-06-16T22:42:58,2023-07-19T05:50:01,70,repo-32
pr-674,pull request_674,closed,2023-06-19T01:40:47,2023-06-30T20:44:00,2023-07-01T05:27:35,7,repo-9
pr-675,pull request_675,closed,2023-03-17T11:10:34,2023-06-20T13:37:36,2023-07-19T18:05:22,66,repo-14
pr-676,pull request_676,closed,2023-01-02T16:47:07,2023-03-30T18:47:45,2023-07-01T06:02:57,97,repo-6
pr-677,pull request_677,closed,2023-04-08T13:19:10,2023-04-17T12:38:42,2023-05-01T15:57:38,6,repo-17
pr-678,pull request_678,open,2023-06-26T20:36:40,2023-07-19T02:53:58,2023-07-19T22:27:29,66,repo-23
pr-679,pull request_679,closed,2022-11-24T03:29:54,2023-05-04T16:28:15,2023-07-18T03:44:11,26,repo-6
pr-680,pull request_680,closed,2022-07-22T01:31:55,2023-03-24T16:22:31,2023-04-26T07:49:01,87,repo-33
pr-681,pull request_681,open,2023-01-03T05:01:39,2023-06-18T04:32:52,2023-07-03T18:07:20,33,repo-6
pr-682,pull request_682,closed,2023-02-14T05:11:34,2023-04-18T06:11:43,2023-06-15T16:33:27,84,repo-14
pr-683,pull request_683,open,2023-01-16T23:47:41,2023-05-20T15:48:00,2023-06-14T21:40:26,7,repo-9
pr-684,pull request_684,closed,2023-03-07T14:30:11,2023-03-16T05:37:25,2023-05-01T05:49:44,73,repo-34
pr-685,pull request_685,open,2022-08-12T15:34:39,2022-10-24T01:04:57,2022-11-20T23:43:29,31,repo-27
pr-686,pull request_686,open,2022-12-26T10:51:56,2023-04-26T01:58:12,2023-05-09T05:48:29,7,repo-6
pr-687,pull request_687,open,2023-01-29T02:25:40,2023-03-19T04:39:03,2023-03-24T15:12:11,27,repo-30
pr-688,pull request_688,open,2022-12-05T12:32:08,2023-04-21T07:37:24,2023-07-12T14:06:53,39,repo-17
pr-689,pull request_689,closed,2022-10-12T21:23:32,2023-02-26T04:35:32,2023-06-23T19:02:41,99,repo-25
pr-690,pull request_690,open,2023-03-04T16:15:58,2023-04-07T18:10:52,2023-06-24T11:11:43,38,repo-5
pr-691,pull request_691,closed,2023-07-18T00:29:42,2023-07-19T16:38:20,2023-07-19T21:22:03,97,repo-4
pr-692,pull request_692,open,2023-07-09T21:20:47,2023-07-18T16:38:05,2023-07-18T19:39:03,98,repo-25
pr-693,pull request_693,closed,2023-01-04T11:25:07,2023-01-30T08:21:55,2023-07-08T15:10:37,92,repo-3
